Analyzed file: Calc.txt
word | frequency
   convert |          1
    verity |          1
     thick |          1
   whereat |          1
     darst |          1
     puffd |          1
      bade |          1
quintessence |          1
     field |          1
  nobility |          1
    serves |          1
     pourd |          1
      inky |          1
insinuation |          1
     lacks |          1
     yesty |          1
    sweets |          1
    scopes |          1
      feet |          1
      bait |          1
    sprung |          1
   subject |          1
      main |          1
   sadness |          1
   revenue |          1
     lungs |          1
 residence |          1
     likes |          1
     waste |          1
cheerfully |          1
     brook |          1
    comedy |          1
   bearing |          1
       dry |          1
  pressure |          1
  poisoned |          1
     brood |          1
   becomes |          1
messengers |          1
   martial |          1
   compass |          1
    thoult |          1
     fannd |          1
     stair |          1
    clouts |          1
       met |          1
       mew |          1
  speeches |          1
   exactly |          1
    gentry |          1
     stake |          1
    chough |          1
       due |          1
       dug |          1
    romage |          1
    unseal |          1
    breast |          1
    inform |          1
    enters |          1
    dearth |          1
      cure |          1
   decayer |          1
     patch |          1
      bank |          1
 character |          1
  moderate |          1
    drowns |          1
   artless |          1
    beaten |          1
 wonderful |          1
    ducats |          1
     flood |          1
   highest |          1
 shuffling |          1
  receives |          1
     sober |          1
solicitings |          1
    worlds |          1
   believd |          1
 enactures |          1
    middle |          1
associates |          1
infallibly |          1
  reverend |          1
       dye |          1
    appear |          1
      open |          1
     lasts |          1
   numbers |          1
  behooves |          1
     tread |          1
     paces |          1
  wrinkled |          1
    knewst |          1
      wont |          1
     bears |          1
   yoricks |          1
 assurance |          1
   grounds |          1
 pestilent |          1
    carnal |          1
     lockd |          1
     allow |          1
     knock |          1
   pickaxe |          1
      mass |          1
    proper |          1
    bitter |          1
 hatchment |          1
     beart |          1
themselves |          1
      mart |          1
      mars |          1
     money |          1
   ecstacy |          1
    richer |          1
      step |          1
   tribute |          1
temperance |          1
   muddied |          1
       moe |          1
 bounteous |          1
      loss |          1
   pansies |          1
      worm |          1
  supposal |          1
seemingvirtuous |          1
     books |          1
   knowing |          1
     bawds |          1
     among |          1
    sharkd |          1
      wore |          1
     nymph |          1
   fingerd |          1
  mutinies |          1
    blench |          1
    gender |          1
  forehead |          1
     tithe |          1
       eat |          1
 impotence |          1
    repent |          1
perfections |          1
     sting |          1
     juice |          1
   opinion |          1
     sends |          1
     seest |          1
    duller |          1
      stir |          1
   rhenish |          1
     craft |          1
   pebbles |          1
     talkd |          1
    mining |          1
 overlookd |          1
     seemd |          1
 lazarlike |          1
    enmity |          1
     spend |          1
  benetted |          1
   tenants |          1
  heartily |          1
   wheaten |          1
 exception |          1
 desperate |          1
   nephews |          1
counsellor |          1
    empire |          1
     fairy |          1
  springes |          1
    packet |          1
   orchard |          1
      stop |          1
   returns |          1
  unwatchd |          1
     guest |          1
    forest |          1
 gauntlets |          1
       eil |          1
     sweep |          1
      slay |          1
  normandy |          1
 damnation |          1
    thorns |          1
     notes |          1
     eager |          1
  evidence |          1
    repast |          1
 whirlwind |          1
    spring |          1
    riband |          1
     livst |          1
   serpent |          1
    female |          1
  minister |          1
     cruel |          1
     wrote |          1
    blazes |          1
 loathsome |          1
  crawling |          1
    thorny |          1
     damon |          1
  sleeping |          1
historicalpastoral |          1
     gates |          1
 precisely |          1
  calamity |          1
     forts |          1
   panders |          1
      toil |          1
  shouldst |          1
   chiefly |          1
     noted |          1
     vouch |          1
 forgeries |          1
deliberate |          1
  slightly |          1
   springs |          1
     adown |          1
   compost |          1
   sullies |          1
     turns |          1
     tried |          1
    narrow |          1
    assayd |          1
     turnd |          1
     wannd |          1
    quarry |          1
   composd |          1
    fadoms |          1
    driven |          1
    graves |          1
circumscribd |          1
   gallows |          1
     wooes |          1
      cell |          1
     amiss |          1
truncheons |          1
coronation |          1
 obstinate |          1
     brazd |          1
       err |          1
     sharp |          1
     unpeg |          1
 francisco |          1
     shake |          1
  winnowed |          1
     linkd |          1
    metals |          1
     naked |          1
     trial |          1
     moist |          1
      took |          1
       new |          1
     musty |          1
   godlike |          1
   mandate |          1
    dreamt |          1
     spies |          1
unprofitable |          1
    render |          1
   relievd |          1
  frontier |          1
employment |          1
 uncurrent |          1
   whisper |          1
  appetite |          1
 borrowing |          1
    queens |          1
 remainder |          1
fearsurprised |          1
      nero |          1
    upshot |          1
     galld |          1
   witherd |          1
wittenberg |          1
     amazd |          1
     pearl |          1
     waves |          1
convocation |          1
  imminent |          1
   withers |          1
    remain |          1
   patches |          1
forgiveness |          1
     amaze |          1
 countries |          1
 oerteemed |          1
  confound |          1
   mystery |          1
entreatments |          1
 oerraught |          1
   recount |          1
    treble |          1
    rotten |          1
oermastert |          1
     enemy |          1
   byandby |          1
    corses |          1
 attribute |          1
  palpable |          1
  danskers |          1
   plautus |          1
  chaunted |          1
    livery |          1
  sterling |          1
    deject |          1
   remains |          1
 newhatchd |          1
  clemency |          1
  woodcock |          1
      huge |          1
 sovereign |          1
attractive |          1
   imagine |          1
      town |          1
   designd |          1
distilment |          1
      girl |          1
   surmise |          1
  servants |          1
    trifle |          1
    physic |          1
  wringing |          1
       non |          1
   perfume |          1
    button |          1
     lived |          1
       wag |          1
      rite |          1
    kneels |          1
      rack |          1
      race |          1
    breaks |          1
complexion |          1
illbreeding |          1
      grey |          1
   summons |          1
   pitiful |          1
    window |          1
     flame |          1
    fought |          1
   quickly |          1
   dipping |          1
   pardont |          1
     stuck |          1
    capons |          1
     catch |          1
  oerweigh |          1
     lives |          1
   depends |          1
     lofty |          1
 feelingly |          1
     study |          1
   brokers |          1
    direct |          1
      gain |          1
    alleys |          1
     abate |          1
    tother |          1
     feeds |          1
   peating |          1
changeling |          1
thoughtsick |          1
    dishes |          1
   eyelids |          1
      rags |          1
  befitted |          1
     shirt |          1
     songs |          1
      rage |          1
    behold |          1
     sides |          1
     heads |          1
     awork |          1
     widow |          1
  eggshell |          1
      whit |          1
retirement |          1
     donnd |          1
     whale |          1
  threaten |          1
    whiles |          1
 otherwise |          1
     borne |          1
    voyage |          1
      keen |          1
      hung |          1
  perceivd |          1
     sugar |          1
  unworthy |          1
  perceive |          1
   darkest |          1
   seagown |          1
    unsure |          1
      died |          1
     fares |          1
 satirical |          1
      diet |          1
    lawyer |          1
    breach |          1
ungracious |          1
      gall |          1
approaches |          1
     leans |          1
     shine |          1
     aloof |          1
 termagant |          1
   matters |          1
  truelove |          1
traitorous |          1
    denied |          1
      dido |          1
    extent |          1
     smote |          1
  greeting |          1
    draggd |          1
    losing |          1
      hush |          1
    bedrid |          1
wantonness |          1
      digs |          1
     carve |          1
   dreaded |          1
   foolery |          1
    mutine |          1
    yonder |          1
      folk |          1
   looking |          1
   porches |          1
   brothel |          1
recoveries |          1
  nickname |          1
      whom |          1
  scarcely |          1
     willt |          1
      foot |          1
     tinct |          1
innovation |          1
 grandsire |          1
  malhecho |          1
  survivor |          1
  withdrew |          1
    plunge |          1
  drabbing |          1
      gape |          1
 parchment |          1
     haunt |          1
 lightness |          1
   observd |          1
     argal |          1
   furnish |          1
   punishd |          1
 accounted |          1
       won |          1
   warning |          1
   coinage |          1
        em |          1
inexplicable |          1
    marble |          1
     usurp |          1
     burst |          1
  cutpurse |          1
       foe |          1
 necessity |          1
    origin |          1
    easing |          1
     hover |          1
      plot |          1
     skill |          1
